state,TL,TC,TR,ML,MC,MR,BL,BC,BR
_+X+O+X+_+_+X+ +O,0.8999999999999828,0.0,0.0,0.0,0.6367242474022516,0.9999999999999998,0.0,0.6293378774664619,0.0
X+_+X+_+_+O+ +O+X,0.0,0.3840457388459346,0.0,0.1439700923700949,0.309888,0.0,0.003569578863253882,0.0,0.0
_+_+X+X+X+O+ + +O,1.0549758561871227e-11,0.3231284563918761,0.0,0.0,0.0,0.0,0.864335631747521,0.6968457687247462,0.0
_+_+_+_+X+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.27400249263701737,0.0,0.0,0.0
O+_+O+_+X+X+ + +X,0.0,0.9999999999999998,0.0,0.8999999706460129,0.0,0.0,0.7114415369280271,0.4018431199552322,0.0
O+X+O+_+X+X+ +O+X,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0
O+X+O+_+X+X+O+O+X,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+O+_+X+X+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+O+_+X+_+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+O+X+O+X+ + +O,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0
X+_+O+_+X+X+ + +O,0.0,0.26545568931837704,0.0,0.44999999999999984,0.0,0.0,0.4031628280600077,0.4006444629719044,0.0
O+O+X+X+X+_+O+X+O,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+X+_+_+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.07490050560000001,0.0,0.0
_+_+O+X+_+O+X+ +X,0.4025246685664528,0.1794559833811735,0.0,0.0,0.0,0.0,0.0,0.2242535055316227,0.0
_+_+O+X+_+O+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+X+X+_+O+ +O,0.4925757760643764,0.0,0.10196846959899422,0.0,0.0,0.5986693529379444,0.0,0.9999999999999998,0.0
_+X+X+_+O+_+X+ +O,0.9999999999999998,0.0,0.0,0.7555932246992334,0.0,0.711797553554347,0.0,0.7285408494236756,0.0
_+X+X+X+O+_+X+O+O,0.9999999999999998,0.0,0.0,0.0,0.0,1.5692754338466738e-07,0.0,0.0,0.0
_+X+X+_+O+_+X+O+O,0.0,0.0,0.0,0.0,0.15584080896000005,0.0,0.0,0.33594676033536663,0.0
_+_+X+_+O+_+X+ +O,0.0,0.0,0.0,0.0,0.112310416860366,0.0,0.0,0.0,0.0
O+O+O+_+X+X+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+_+O+O+X+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+_+_+O+_+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+X+X+O+_+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0
X+O+X+X+O+_+O+X+O,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
X+_+O+_+O+X+X+ +O,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
X+X+_+_+O+_+ +X+O,0.0,0.0,0.8999999999999997,0.5712001635754661,0.0,0.5734337155208536,0.6722442483193705,0.0,0.0
_+_+_+X+_+O+X+X+O,0.8988549602497171,0.3527222644623258,0.9999999999999998,0.0,0.538478433435246,0.0,0.0,0.0,0.0
X+X+_+_+O+_+O+X+ ,0.0,0.0,0.9999999999999998,0.8200842647162959,0.0,0.5617692975595499,0.0,0.0,0.5624378611520732
_+X+X+O+O+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+X+X+_+_+O+O+ ,0.5582466283813079,0.0,0.0,0.0,0.2930766648106712,0.1161452204090559,0.0,0.0,0.9999999999332504
_+_+X+X+_+_+O+O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+O+O+X+ + + ,0.0,0.3071422130521122,0.0,0.0,0.0,0.0,0.0,0.10823051929331462,0.2723657333088653
X+_+X+O+O+X+ + +O,0.0,0.0,0.0,0.10627200000000002,0.0,0.0,0.0,0.0,0.0
X+_+X+O+O+_+ + + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+X+X+_+_+ + +O,0.0,0.0,0.0,0.0,0.9999999999999998,0.4292333512792923,0.8999988901061127,0.8999999192805068,0.0
O+X+X+X+_+X+ +O+O,0.0,0.0,0.0,0.0,0.9987620599607148,0.0,0.9999999999999998,0.0,0.0
X+O+X+X+O+_+ + +O,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
X+_+X+_+_+O+ + + ,0.0,0.3288154407843897,0.0,0.4217244594493557,0.6152277311453316,0.0,0.2937179127444083,0.20905070254963554,0.19485627131188246
X+_+_+X+_+_+ +O+ ,0.0,0.2645457698890303,0.478268836937439,0.0,0.7779447822723929,0.2940877202146471,0.8859822423257422,0.0,0.8599334469344913
_+_+O+X+_+_+X+ + ,0.8757115603352951,0.7045622215798315,0.0,0.0,0.5023458495049644,0.7636157191229294,0.0,0.438734798762678,0.6674215361203029
_+_+_+X+_+O+O+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+_+X+_+ +O+ ,0.4801024273242366,0.2392905557831977,0.0,0.4911830478450364,0.0,0.2533959010760621,0.8883528375848461,0.0,0.5441756331522468
_+_+_+O+_+_+X+X+ ,0.23358575301648285,0.3334038567234896,0.475208315234418,0.0,0.5544783597567541,0.327288400831432,0.0,0.0,0.7226193393141779
_+X+O+O+_+X+X+X+O,0.0,0.0,0.0,0.0,0.4999999999999485,0.0,0.0,0.0,0.0
_+_+O+O+_+X+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+O+_+_+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003240000000000001
_+_+O+_+_+_+ +X+ ,0.0,0.0,0.002049131520000001,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+X+_+O+X+ +O,0.33702825355102634,0.0,0.0,0.0,0.5281569932038076,0.0,0.0,0.0002144355712445585,0.0
X+_+X+O+O+X+ +X+O,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+X+_+O+ +O+X,0.3303677417348669,0.4492305121389456,0.0,0.0,0.7830000822382122,0.0,0.14245681434575258,0.0,0.0
X+_+X+X+_+O+O+O+X,0.0,0.0,0.0,0.0,6.964968740405101e-06,0.0,0.0,0.0,0.0
O+X+X+_+_+_+ +X+O,0.0,0.0,0.0,0.8155683957779836,0.9999999999999998,0.3034727344306516,0.5599543501595228,0.0,0.0
O+X+X+X+_+_+O+X+O,0.0,0.0,0.0,0.0,0.9999999999999998,3.8312388521647353e-07,0.0,0.0,0.0
O+X+X+X+_+O+O+X+O,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+O+X+_+_+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08784000000000003
_+_+X+X+_+O+O+ +X,0.1987225997916911,0.4361723306714717,0.0,0.0,0.09,0.0,0.0,0.17846971755079769,0.0
_+_+X+X+_+O+O+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+O+O+X+ +X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+_+O+X+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+_+X+O+ + ,0.5969769424128883,0.4637025493847382,0.6261860094881528,0.0,0.8789938517755831,0.0,0.0,0.7295716037659209,0.6263619447910609
_+X+_+O+_+X+ +X+O,0.5200510731554158,0.0,0.35953832185168266,0.0,0.8800864106220265,0.0,0.20108179169956927,0.0,0.0
_+X+X+O+_+X+O+X+O,0.9999999999910414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+O+_+X+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+X+O+_+X+X+O,0.9999999999999998,0.0,0.0,0.0,0.0,0.999999994210396,0.0,0.0,0.0
_+X+O+X+O+_+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+O+_+X+_+ + +X,0.6549727334225971,0.5005508905840192,0.0,0.4931699460681601,0.0,0.3732853924506509,0.19012553297534315,0.34208920279812793,0.0
_+_+O+_+X+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+X+_+X+ + + ,0.5338253724280467,0.0,0.8019876190773838,0.0,0.8994103243453462,0.0,0.3989855324891477,0.5554512143915337,0.4439867493507685
_+O+X+X+_+X+ + +O,0.5313594546577589,0.0,0.0,0.0,0.8999999999993915,0.0,0.2808175214925019,0.7376944550067639,0.0
_+O+_+X+_+X+ + +O,0.0,0.18538364289024006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+X+O+O+ +X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+O+O+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+_+O+ +X+ ,0.6416373845247241,0.6028491008224636,0.7585150425307983,0.0,0.6360395990079312,0.0,0.4440260437234551,0.0,0.7123825276320416
X+_+_+X+_+O+ +X+O,0.0,0.3321269666923127,0.9999999999999998,0.0,0.205775249941312,0.0,0.5943151239737329,0.0,0.0
_+_+_+X+_+O+ +X+O,0.0,0.0,0.0,0.0,0.0,0.09035136233855416,0.0,0.0,0.0
_+O+_+X+X+_+X+ +O,0.17087809770893453,0.0,0.3012021268961189,0.0,0.0,0.4248403948066275,0.0,0.0,0.0
_+X+O+_+_+_+X+X+O,0.635929078467156,0.0,0.0,0.2278494635151173,0.8999999487367341,0.9999999999999998,0.0,0.0,0.0
_+X+O+_+_+O+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+_+X+X+ +O+X,0.04115067815792077,0.0,0.21752719357388592,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+_+X+X+O+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0
_+O+_+_+X+X+ +O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08784000000000003,0.0
O+X+_+_+X+X+X+O+O,0.0,0.0,0.0,7.654505172902194e-23,0.0,0.0,0.0,0.0,0.0
O+X+_+_+_+X+ +O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+O+O+_+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+O+X+O+ + +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+_+O+ + +X,0.4172539981617912,0.3489862326283112,0.41468167623682173,0.0,0.678498481426944,0.0,0.5141761801503166,0.4680208827686728,0.0
X+O+_+X+_+O+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+O+_+X+X+X+O,0.500054326715756,0.4277395156675425,0.44574847659805306,0.0,0.7719262621071927,0.0,0.0,0.0,0.0
X+X+_+O+X+X+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
X+_+_+O+X+X+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+_+O+_+ +X+O,0.0,0.0,0.0,0.0,0.1651620071787655,0.0,0.0,0.0,0.0
X+_+O+O+X+O+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+_+X+X+O+O+ ,0.0,0.2486942192310318,0.2418357348680775,0.5381830405253201,0.0,0.0,0.0,0.0,0.9999999999999998
_+_+_+_+X+X+O+O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+_+O+X+ + + ,0.0,0.7984304948137242,0.7522822744398354,0.5854982248489905,0.0,0.0,0.8100872298594805,0.7953902623961421,0.6604642752031861
_+_+O+X+X+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+O+_+_+ +X+O,0.0,0.0,0.498871588840237,0.0,0.3451595264983004,0.1716921538946339,0.0,0.0,0.0
_+O+_+_+X+O+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+O+X+X+_+O+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+_+_+O+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+_+_+X+O+X+O,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+_+X+X+ +X+O,0.0,0.15031628115079368,0.0201228040292052,0.15405794345303592,0.0,0.0,0.2613404232341545,0.0,0.0
X+O+O+X+X+O+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+_+X+X+O+ + +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
X+X+_+_+_+O+ +O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
_+O+_+_+_+X+X+ + ,0.8051319134686672,0.0,0.7321446329378891,0.4065794942588664,0.8228258159167756,0.0,0.0,0.8476380230231959,0.6262342458265018
X+_+O+_+_+X+X+ +O,0.0,0.2751834803754132,0.0,0.4499999999412023,0.2032635546984284,0.0,0.0,0.3379488245374102,0.0
X+O+_+_+_+_+ +X+ ,0.0,0.0,0.4061226660047488,0.3539667723588877,0.6168578000866287,0.3328968872442536,0.4802562502661445,0.0,0.4586563679023121
_+X+_+O+_+_+X+ + ,0.4073138542044306,0.0,0.3713155301790706,0.0,0.8966148758129246,0.3754674876107384,0.0,0.3140951451289154,0.5942317532519706
_+X+_+O+_+_+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1397285474383672
O+_+_+_+X+O+ +X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+_+O+_+X+X+O,0.9999999999999998,0.0,0.8999999999999997,0.8999999999999997,0.0,0.8999999999999997,0.0,0.0,0.0
X+_+_+X+_+O+ +O+X,0.0,0.5313526011479612,8.083916417465312e-05,0.0,0.0,0.0,3.2291422671188563e-06,0.0,0.0
_+O+_+_+_+_+X+ +X,0.583971414697236,0.0,0.5155579531499241,0.2480368715934324,0.6153027167883716,0.3126184494241401,0.0,0.8453104732662721,0.0
O+O+_+_+X+_+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
X+_+X+O+_+O+X+ + ,0.0,0.2539333177344001,0.0,0.0,0.9940970418964132,0.0,0.0,0.25908523798602506,0.3417559234284769
X+_+X+O+_+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+O+_+O+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+_+_+_+X+ + ,0.0,0.0,0.5663742336498628,0.5735066846766643,0.8141255063455421,0.5236502920452866,0.0,0.5327690979124121,0.737845252107266
O+X+X+_+_+_+X+ +O,0.0,0.0,0.0,0.7462806949046243,0.9999999999999998,0.6029666775916833,0.0,0.40549664845965866,0.0
O+_+X+X+_+O+ + +X,0.0,0.2023811827974145,0.0,0.0,0.44999049150412784,0.0,0.3168664827603537,0.2656676342255632,0.0
O+O+X+X+_+O+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+X+X+_+O+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+X+_+O+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+O+O+_+ +X+X,0.7271976492476491,0.0,0.5464329512889914,0.0,0.0,0.9999999999999998,0.8999999999999984,0.0,0.0
_+X+X+O+O+_+O+X+X,0.9998670772004216,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0
_+X+_+O+O+_+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+O+O+_+ +X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+_+X+_+ + + ,0.387500557915224,0.0,0.0,0.4613876669939096,0.0,0.5943525355128398,0.27820228043447504,0.4973374542836922,0.4920669679999353
X+X+_+O+O+O+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+O+O+_+O+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+O+O+_+ +X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+X+_+_+ +X+O,0.5827254299094383,0.0,0.0,0.0,0.6757066978941313,0.35425387988724577,0.4499998690902033,0.0,0.0
O+O+_+_+X+_+X+ +X,0.0,0.0,0.9999999999999342,0.2482348297602465,0.0,0.15911024524001288,0.0,0.56654931228128,0.0
O+O+_+_+X+_+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+O+X+O+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+_+_+_+X+ + ,0.5733502807797795,0.0,0.0,0.4165678381751407,0.6733884708745238,0.8151379966703625,0.0,0.4217954890373402,0.8633576002847225
_+X+O+X+_+_+ +X+O,0.8236792614134807,0.0,0.0,0.0,0.8999999977293744,0.9999999999999998,0.8358982862432331,0.0,0.0
O+X+_+_+X+X+ + +O,0.0,0.0,0.0003868562622766819,0.03844210008122861,0.0,0.0,0.2186878172249469,0.5999465029666422,0.0
X+O+X+_+_+X+X+O+O,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0
X+O+X+_+_+O+O+X+X,0.0,0.0,0.0,0.0,0.4999999663000668,0.0,0.0,0.0,0.0
X+O+X+_+O+O+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+X+O+O+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,9.4758184344527e-26,0.0,0.0
O+O+_+X+_+X+ +X+ ,0.0,0.0,0.9999999999999956,0.0,0.8566651670678642,0.0,0.11599478197547453,0.0,0.4049471391953683
O+O+_+X+_+X+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+O+_+_+_+X+ +X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+X+O+_+ + +O,0.0,0.0,0.7666498406921709,0.0,0.0,0.4236836564915965,0.6352553548304757,0.20461645459836086,0.0
X+X+_+X+O+_+ +O+O,0.0,0.0,0.0,0.0,0.07488000000000003,0.0,0.0,0.0,0.0
_+_+X+_+O+X+X+ +O,0.9999999999999998,0.8999999999999948,0.0,0.8154931258123885,0.0,0.0,0.0,0.8999999999999997,0.0
X+O+O+_+_+_+ +X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.6147288166925409,0.0,0.0
X+O+O+X+_+_+O+X+X,0.0,0.0,0.0,0.0,0.9999962585558086,0.0,0.0,0.0,0.0
X+O+O+X+_+O+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+O+_+_+_+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+O+_+_+_+ +X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+O+X+O+X+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+O+X+_+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+O+X+X+ +X+ ,0.20877607389607594,0.0,0.1923247412917077,0.0,0.0,0.0,0.3805072180772576,0.0,0.4499987340047576
O+O+X+O+X+X+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+O+X+X+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+O+X+_+ +X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+O+X+_+_+ +X+ ,0.8575656358904383,0.7797030970877203,0.0,0.0,0.7907625212810865,0.6912398593796811,0.6077440313794173,0.0,0.8919847133857204
_+X+O+X+X+O+ +O+X,0.4999999943460896,0.0,0.0,0.0,0.0,0.0,0.001475739525896766,0.0,0.0
_+X+O+_+X+O+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+X+X+O+O+ +O+X,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+X+O+O+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+_+_+O+O+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+X+O+X+_+ + + ,0.0,0.0,0.0,0.0,0.0,0.4392759617394104,0.9999999999999998,0.6643285893817563,0.7288546729863798
O+X+X+O+X+_+ + +O,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
O+X+_+O+X+_+ + + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+X+O+X+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+O+X+X+_+X+O+O,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+X+_+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+X+_+O+X+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+_+X+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+_+O+X+O+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+_+X+O+X+ + ,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
O+_+X+X+_+O+X+X+O,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0
O+_+X+X+O+O+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+O+_+O+X+O+X,0.0,0.0,0.0,0.0,0.9999651550856274,0.0,0.0,0.0,0.0
O+O+_+_+_+X+X+ +X,0.0,0.0,0.9999999999999992,0.3847176851609463,0.14535956815360826,0.0,0.0,0.6748248129346878,0.0
O+O+O+X+_+X+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+O+_+_+_+X+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+O+_+_+_+_+X+ +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+X+_+O+ + + ,0.5934404063470868,0.0,0.8432874860617341,0.0,0.6347576241658324,0.0,0.5503891374162044,0.4957540853711972,0.7009525162608665
_+X+X+X+O+O+ + +O,0.0,0.0,0.0,0.0,0.17675740826829328,0.0,0.0,0.0,0.0
_+X+X+_+_+O+ +X+O,0.6270678757120727,0.0,0.0,0.10036109208666127,0.4570659693783162,0.0,0.0017000519338330744,0.0,0.0
X+O+_+_+X+X+ + +O,0.0,0.0,0.4016680226637744,0.4499999999998255,0.0,0.0,0.14483725926262755,0.23610691583606225,0.0
_+_+X+_+_+_+X+O+ ,0.6041948447931415,0.4533910260301106,0.0,0.2314194929916273,0.8572951880404676,0.3700081979472016,0.0,0.0,0.5738020510701535
X+_+_+O+_+X+X+ +O,0.0,0.4271760201644384,0.4416584969975903,0.0,0.44999999999999984,0.0,0.0,0.2839971333830973,0.0
X+_+_+O+_+X+X+O+O,0.0,0.0,0.0,0.19355049418752,0.0,0.0,0.0,0.08683340651200512,0.0
_+O+X+X+O+_+O+X+X,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0
_+O+X+X+O+_+O+ +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+_+O+_+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+X+O+_+X+O+O,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.2,0.0
_+_+_+X+_+_+X+O+ ,0.4174335443106069,0.6613356199172211,0.4731908743865674,0.0,0.3752082983948988,0.38840158306738615,0.0,0.0,0.4066838891043671
O+X+_+O+_+_+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+O+_+_+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+X+_+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+O+X+_+X+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
O+X+X+O+_+_+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
X+X+_+O+_+O+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+_+X+X+X+ +O,0.0,0.12139801629679088,0.11968270646662632,7.599499592225301e-06,0.0,0.0,0.0,8.618421640644054e-07,0.0
O+_+_+_+X+X+X+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4552000000000001,0.0
_+X+X+X+O+_+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+_+X+_+X+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+_+X+O+ + +O,0.0,0.0,0.0,0.0,0.0,0.028800000000000013,0.0,0.0,0.3293854865501755
_+X+O+X+_+_+ +O+X,0.3304999018946845,0.0,0.0,0.0,0.806404996091358,0.2776514382390907,0.2920473184044283,0.0,0.0
_+X+O+X+_+_+O+O+X,0.0,0.0,0.13163049418752,0.0,0.0,0.0,0.036000000000000004,0.0,0.0
X+X+_+_+O+O+X+ + ,0.0,0.0,0.7089748360953416,0.9999999999999998,0.0,0.0,0.0,0.48221452225036504,0.19332135349633128
_+O+_+_+_+X+ + +X,0.544015122810248,0.0,0.8425024068812416,0.20534146260824448,0.5391447203352157,0.0,0.14435462506728491,0.5498401405904287,0.0
_+O+_+_+O+X+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+_+_+X+O+ +O,0.0,0.0,0.8999999999027302,0.4306696747581015,0.5472378421672229,0.0,0.0,0.9999999999999998,0.0
_+O+X+_+X+O+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+_+X+_+O+ +O,0.0,0.0,0.5746107672566174,0.21548664190892555,0.0,0.13058241465035214,0.0,0.9999999999999998,0.0
_+_+X+_+X+_+O+ + ,0.6598032907116452,0.637644602071203,0.0,0.6710340054454657,0.0,0.5748157999472878,0.0,0.6224816438568928,0.7436821098382611
O+_+X+X+O+_+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+X+O+O+X+X+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998
O+_+_+O+O+X+X+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+O+_+_+X+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+O+_+X+X+O,0.9999999999999998,0.5327879302467912,0.7071553716400487,0.0,0.0,0.6441355449164453,0.0,0.0,0.0
