state,TL,TC,TR,ML,MC,MR,BL,BC,BR
_+_+O+X+O+_+ +X+X,0.6887619629240944,0.6041497241721393,0.0,0.0,0.0,0.6315087731805121,0.9999999999999998,0.0,0.0
_+_+O+X+O+_+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+O+X+O+_+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+O+_+ + + ,0.0,0.0,0.0,0.0,0.041427821841403915,0.0,0.0,0.0,0.0
_+X+_+X+O+X+O+X+O,0.9999999999999998,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+X+O+_+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.3436165930844161,0.0,0.0
_+X+X+O+_+_+ + + ,0.8557815149964731,0.0,0.0,0.0,0.6981092644389282,0.3989140941669696,0.4741224729617775,0.2272781929948654,0.3982378400016949
_+X+X+O+_+X+ + +O,0.8999999999999964,0.0,0.0,0.0,0.28039257296048603,0.0,0.389066316341854,0.2627019673666566,0.0
_+X+X+O+_+X+ +O+O,0.0,0.0,0.0,0.2261128089600001,0.0,0.0,0.0,0.2885654504192083,0.0
_+X+X+O+_+_+ + +O,0.0,0.0,0.0,0.3194587729954562,0.0,0.0,0.0,0.0,0.09930874569523204
X+O+X+O+X+_+O+X+O,0.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+O+_+_+O+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+_+_+_+O+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.3016331448525347,0.0,0.0
_+X+_+_+X+_+O+ + ,0.4928885132112492,0.0,0.335406005505486,0.6486172972115449,0.0,0.3716447514073076,0.0,0.8338069058186708,0.6783615220908046
_+X+X+_+X+_+O+ +O,0.8251989971331453,0.0,0.0,0.267115220125417,0.0,0.426764697225166,0.0,0.9999999999999998,0.0
_+X+X+_+X+_+O+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+_+X+_+O+O+X,0.689603114644253,0.0,8.166510407858729e-06,0.25400599063757706,0.0,0.33227817985870695,0.0,0.0,0.0
_+X+_+X+X+O+O+O+X,0.4999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+X+X+O+O+O+X,0.0,0.0,0.95601953488896,0.0,0.0,0.2,0.2,0.0,0.0
X+O+_+X+O+_+ +X+ ,0.0,0.0,0.4132402787567424,0.0,0.0,0.19857615690712566,0.8243917924579769,0.0,0.385375339693584
X+O+_+X+O+X+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0
X+O+_+X+O+_+ +X+O,0.0,0.0,0.0,0.0,0.06640704000000001,0.0,0.0,0.0,0.0
X+O+_+_+O+_+ +X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+O+X+_+ +X+O,0.09828404966159457,0.20902444967952527,0.0,0.0,0.0,3.425856357383192e-05,0.3053372259932123,0.0,0.0
X+_+X+O+X+_+O+X+O,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+O+X+_+ + +O,0.0,0.0,0.0,0.3403446394932429,0.0,0.0,0.0,0.0,0.2625397760000001
X+_+O+_+_+_+ +X+ ,0.0,0.459505646647361,0.0,0.5223329747549142,0.7727982141073886,0.714942414632753,0.7358710251131974,0.0,0.7985852189298093
X+_+O+_+X+_+ +X+O,0.0,0.6864741082782253,0.0,0.3420056835040676,0.0,0.9999999999999998,0.5289094049888909,0.0,0.0
X+_+O+_+X+_+O+X+O,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
X+_+O+_+_+_+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006324480000000002
O+_+X+_+X+_+ +O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+_+X+_+ + + ,0.11492235192383968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+O+_+X+X+O+O,0.0,0.0,0.0,0.2277867603353666,0.0,0.0,0.0,0.1749334504192082,0.0
_+O+O+_+_+X+ +X+X,0.7378560000000001,0.0,0.0,0.06135849418752004,0.3977040738960721,0.0,0.8999765850831641,0.0,0.0
_+O+O+_+X+X+O+X+X,0.9999999962946536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+O+O+X+X+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+O+_+_+X+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+O+_+_+_+ +X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+_+X+_+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11569692062587478
_+_+O+_+X+_+ +X+O,0.0,0.0,0.22304,0.0,0.0,0.0,0.0,0.0,0.036000000000000004
O+X+X+X+_+_+O+O+X,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0
O+X+X+X+_+O+O+O+X,0.18000000000000002,0.0,0.0,0.0,0.0,0.18000000000000002,0.1,0.0,0.0
X+O+X+_+X+_+ + +O,0.0,0.0,0.0,0.3039696883497808,0.0,0.2808978178863873,0.7821038717764426,0.4442685981543553,0.0
X+O+X+X+X+_+O+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+X+_+X+_+ +O+O,0.0,0.09360000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+X+_+_+_+ + +O,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.038592
_+X+_+_+_+X+O+O+X,0.3686489728537439,0.0,0.463744427064788,0.2877751121456589,0.4645649067058316,0.0,0.0,0.0,0.0
O+X+_+X+O+X+O+O+X,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
_+X+_+_+O+X+O+O+X,0.0,0.0,0.0,0.0,0.5020634943487999,0.0,0.0,0.0,0.0
X+_+X+O+_+X+X+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+_+_+_+X+O+X,0.0,0.0,0.3745025218730339,0.1770845766786761,0.3787001640640738,0.44999999545608654,0.0,0.0,0.0
O+X+_+_+_+O+X+O+X,0.12297600000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+_+X+ +O+ ,0.6490858903311988,0.7590427775832564,0.4922021358271155,0.0,0.8870243632999499,0.0,0.7214956911268777,0.0,0.6972262051722125
O+_+_+_+X+X+O+X+O,0.5904,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0
O+_+_+_+_+_+X+X+ ,0.0,0.5623638817661426,0.6157917655026118,0.2960746837155183,0.6681693844298741,0.5003114777024356,0.0,0.0,0.7390723457147048
O+_+_+X+_+_+X+X+O,0.0,0.8999999776074195,0.8999999775035947,0.0,0.9999999999999998,0.8999999992292459,0.0,0.0,0.0
O+O+_+X+X+O+X+X+O,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+X+_+O+X+X+O,0.0,0.0,0.0,0.0,0.0,0.018432,0.0,0.0,0.0
X+_+X+O+_+_+ + + ,0.0,0.4365719230208152,0.0,0.0,0.5047259757520534,0.19156626926666187,0.2330096258806027,0.2870237691668411,0.2947511625984241
X+O+X+O+X+X+ +O+O,0.0,0.2,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0
X+O+X+O+X+_+ + +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+O+_+_+ + +O,0.0,0.0,0.0,0.03237120000000002,0.0,0.0,0.0,0.0,0.028800000000000013
_+X+X+X+X+O+ +O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0
_+X+X+X+X+O+O+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+_+X+O+ + +O,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2753361386047685
O+X+_+O+O+X+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+O+_+_+X+X+O,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+_+X+O+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+O+X+O+X+ +X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0
X+_+O+_+O+X+ +X+O,0.0,0.0,0.0,0.0,0.04392000000000002,0.0,0.0,0.0,0.0
_+_+O+_+_+X+ + + ,0.0,0.0,0.04814567783061261,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+_+_+_+X+O+O,0.0,0.0,0.20730003046516315,0.32646404456178857,1.721799054489068e-09,0.1940798607188908,0.0,0.0,0.0
X+X+_+_+_+O+X+O+O,0.0,0.0,0.0,0.0,0.0,0.7702251580367491,0.0,0.465304395350016,0.14225126400000002
X+O+_+_+_+_+X+ +O,0.0,0.2514112000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2
X+O+X+_+_+_+X+ +O,0.0,0.0,0.0,0.25814170949735543,0.4077307994442276,0.0,0.0,0.22838612718443385,0.0
X+O+_+X+_+X+O+X+O,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0
X+_+_+X+X+O+ + +O,0.0,0.522927773119332,0.9999999999999998,0.0,0.0,0.0,0.8999999862606491,0.2766715701742668,0.0
X+X+_+X+X+O+ +O+O,0.0,0.0,0.9999926924918136,0.0,0.0,0.0,0.9999999999999998,0.0,0.0
X+_+_+X+X+O+ +O+O,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0
X+O+_+_+_+X+O+X+ ,0.0,0.0,0.0,0.2101916093287549,0.7137074606636391,0.0,0.0,0.0,0.4395378791658565
X+O+_+_+_+_+O+X+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+X+X+_+O+O+X,0.0,0.2,0.0,0.0,0.0,0.0,0.3976418201600001,0.0,0.0
O+_+_+_+X+_+X+ + ,0.0,0.7375890967213672,0.886660765043872,0.3255760422110359,0.0,0.4403240377633743,0.0,0.4015842805666695,0.17598008039905394
X+X+_+_+O+_+O+ +X,0.0,0.0,0.9999999999999998,0.8195176449425519,0.0,0.3701001717062901,0.0,0.7796025819441084,0.0
X+X+_+_+O+_+O+O+X,0.0,0.0,0.0,0.0,0.2,0.0,0.06480000000000001,0.0,0.0
X+_+_+_+O+_+O+ +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+O+X+_+ +X+X,0.0,0.6068238954978975,0.5428311361889461,0.0,0.0,0.14879747754200967,0.9999999999999998,0.0,0.0
O+_+_+O+_+_+ +X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+O+X+_+O+O+O+X,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.2,0.0,0.0
_+_+_+O+X+_+ + +X,0.8364754565882084,0.283520049126664,0.3719169993402695,0.0,0.0,0.16738813882910952,0.57934224904941,0.2850088503268479,0.0
_+_+_+O+X+X+ +O+X,0.32604635909331764,0.0,0.08837870413414664,0.0,0.0,0.0,0.13893524157595252,0.0,0.0
_+_+_+O+X+_+ +O+X,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0
X+_+X+_+_+_+O+ + ,0.0,0.500011755852394,0.0,0.1867419104439369,0.3872371305025921,0.27040631873426435,0.0,0.7203233572137884,0.5021863411287938
X+_+X+X+_+_+O+ +O,0.0,0.7625429011238507,0.0,0.0,0.5721068770308021,0.3963526456919818,0.0,0.9999999999999998,0.0
O+X+_+X+_+_+ +O+X,0.0,0.0,0.3024522908859937,0.0,0.308176521337283,0.2210789337398364,0.35373094004435907,0.0,0.0
O+X+_+X+_+X+O+O+X,0.0,0.0,0.0,0.0,1.6849966666969212e-08,0.0,0.0,0.0,0.0
O+X+_+X+_+_+O+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.032400000000000005,0.0,0.0
_+X+_+O+O+_+X+X+ ,0.27152941639263023,0.0,0.21918178199197236,0.0,0.0,0.9999999999999998,0.0,0.0,0.8999999999999997
X+X+_+O+O+_+X+X+O,0.0,0.0,0.4999999999666253,0.0,0.0,0.9999999999999998,0.0,0.0,0.0
_+X+_+O+O+_+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+O+O+_+X+ + ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+O+_+X+_+ + +O,0.0,0.0,0.0,0.5619591878018342,0.0,0.9999999999999998,0.8470602984731355,0.899999999178694,0.0
O+_+_+X+_+_+ +X+O,0.07694092800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064800000000000005
_+X+X+_+_+_+ +O+ ,0.7081688490285563,0.0,0.0,0.3064435374272365,0.3139698629888389,0.20283970655374564,0.5298539574610814,0.0,0.4651851972490613
O+X+_+X+O+X+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+O+_+ +X+O,0.0,0.0,0.0,0.0,0.06182324214257436,0.0,0.0,0.0,0.05205321219818052
_+_+X+O+_+_+ +X+ ,0.7226725977649038,0.4150162847606684,0.0,0.0,0.8958293820064815,0.7531396721406901,0.6238238275922987,0.0,0.6029107385306136
X+_+X+O+_+_+ +X+O,0.0,0.4499944206407023,0.0,0.0,0.41941772774766417,0.2595389394804181,0.34175224732381115,0.0,0.0
X+O+X+O+_+X+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+O+_+_+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.14620101120000004,0.0,0.0
_+_+X+O+_+_+ +X+O,0.0,0.0,0.0,0.07755195801600002,0.0,0.0,0.0,0.0,0.07755195801600001
_+O+X+_+X+_+ +X+O,0.0,0.0,0.0,0.2825137672822805,0.0,0.33983142552523343,0.44999999999999984,0.0,0.0
_+O+X+_+X+_+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.14964839617058676,0.0,0.0
X+_+_+_+_+X+O+O+X,0.0,0.44757341666317374,0.447943630707798,0.00027161464064245,0.1882084486248507,0.0,0.0,0.0,0.0
X+X+_+_+O+X+O+O+X,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+_+O+X+O+O+X,0.0,0.0,0.0,0.0,0.3970631024640002,0.0,0.0,0.2,0.0
O+_+_+X+_+O+X+ +X,0.0,0.1883746515413544,0.3291633142609531,0.0,0.2919200848088771,0.0,0.0,0.44999999125852497,0.0
O+X+_+X+_+O+X+O+X,0.0,0.0,0.47800976744448,0.0,0.4999999998010708,0.0,0.0,0.0,0.0
O+X+_+X+O+O+X+O+X,0.0,0.0,0.0,0.0,0.33616,0.18000000000000002,0.0,0.0,0.0
O+_+_+X+_+O+X+O+X,0.032400000000000005,0.0,0.0,0.0,0.0,0.05313600000000001,0.0,0.060508800000000015,0.0
O+_+_+_+_+O+X+ +X,0.010891584000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+X+X+_+_+_+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.36000000000000004
X+_+_+X+O+_+O+X+O,0.0,0.0,0.0,0.0,0.14225126400000002,0.0,0.1720835162800128,0.0,0.0
X+_+O+_+_+_+X+X+O,0.0,0.44658339817008347,0.0,0.8163433427486161,0.4008879157278845,0.9999999999999998,0.0,0.0,0.0
X+_+O+_+_+O+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+O+_+_+_+X+ +O,0.0,0.0,0.4363218627815015,0.0,0.0,0.0,0.0,0.0,0.07341120000000002
_+X+_+X+O+X+O+O+X,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
_+X+O+X+O+X+O+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+O+X+O+O+X,0.0,0.0,0.0,0.0,0.3305190400000001,0.0,0.0,0.0,0.0
_+O+_+X+_+_+ +X+ ,0.6566819505852689,0.0,0.7167588626750908,0.0,0.6525380605351774,0.42588309540883296,0.5204918718651013,0.0,0.6560966230787993
_+O+_+X+_+_+ + + ,0.0,0.173000282187521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+X+X+O+O+ +O,0.0,0.0,0.9999821594038414,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
_+X+_+X+X+O+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+X+_+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.019111477248000008,0.0,0.0
O+_+_+X+X+_+ +O+X,0.0,0.3568025544252055,0.3822386254085591,0.0,0.0,0.4499999999982178,0.21515018304780856,0.0,0.0
O+_+X+X+X+_+O+O+X,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0
O+_+X+X+X+O+O+O+X,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
O+_+_+X+X+_+O+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0
X+_+_+_+X+_+ +O+ ,0.0,0.2097506298580148,0.3112158725884032,0.2966351833566072,0.0,0.2226432510374864,0.5951345230435617,0.0,0.8260233887357995
O+O+_+O+X+X+X+O+X,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
O+_+_+O+_+X+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+_+_+_+X+O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16502830393697632,0.0
X+O+_+_+_+X+ +O+X,0.0,0.0,0.3771930987321396,0.3959283212532546,0.9999999568640856,0.0,0.1814529372312064,0.0,0.0
X+O+_+_+_+X+O+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+_+_+X+ +O+X,0.0,0.05184000000000001,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0
O+X+_+X+_+O+ + +X,0.0,0.0,0.2239748786691914,0.0,0.26501591719560563,0.0,0.16180254934611216,0.4492029959272655,0.0
O+X+_+X+_+O+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+_+_+O+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+X+_+_+_+ +X+ ,0.0,0.5806346869428181,0.0,0.7952491833724553,0.7600205587726219,0.5919906716625177,0.8168901332198404,0.0,0.7338740290563814
O+_+X+_+_+X+ +X+O,0.0,0.5440893056138235,0.0,0.8999720347106062,0.9999999999999998,0.0,0.8999999978439208,0.0,0.0
O+_+X+X+_+X+O+X+O,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0
O+_+X+X+O+X+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+X+_+_+X+O+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+O+X+_+ +O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.4611329335577605,0.0,0.06696204690793989
X+_+_+O+X+_+ +O+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+_+O+X+O+ +X,0.0,0.7446983360400385,0.9999999999999998,0.6682328987276768,0.0,0.0,0.0,0.31198439280562745,0.0
_+_+_+_+O+X+O+ +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+_+X+X+ +O+O,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0
X+X+O+O+_+_+ + +X,0.0,0.0,0.0,0.0,0.8996047755489807,0.07488000000000003,0.07979049418752003,0.1859331281839415,0.0
X+X+O+O+_+X+ +O+X,0.0,0.0,0.0,0.0,0.4999825775428137,0.0,0.0,0.0,0.0
X+X+O+O+_+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+O+O+_+_+ + +X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+X+_+O+X+X+O,0.0,0.0,0.9999651550856274,0.0,0.9999999999999998,0.0,0.0,0.0,0.0
O+X+_+X+O+O+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+_+_+X+_+_+X+ +O,0.07661786112000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02299207680000001
O+_+X+X+_+_+O+X+O,0.10627200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+_+_+X+ + + ,0.0,0.0,0.664683224354804,0.8310044540194339,0.688231606385469,0.0,0.8795261538953765,0.6196191339867019,0.8561167588499075
O+X+X+O+_+X+X+O+O,0.36000000000000004,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0
O+X+X+_+_+X+ +O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+_+_+X+X+ +O,0.0,0.06926400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.13214218752000004
_+_+_+_+O+_+ +X+X,0.5465129882324079,0.3763516818212565,0.6521191519965758,0.6844040711403034,0.0,0.8116939287133522,0.8049205599598095,0.0,0.0
_+_+_+X+O+_+O+X+X,0.8316296998006683,0.7360852835914009,0.9999999999999998,0.0,0.0,0.8389598307814234,0.0,0.0,0.0
X+_+_+X+O+O+O+X+X,0.0,0.499999999514333,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+X+O+O+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+_+O+_+O+X+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+_+_+O+_+ +X+ ,0.0,0.0,0.0,0.0,0.016732470820881837,0.0,0.0,0.0,0.0
X+_+_+_+_+_+O+X+ ,0.0,0.4341993131021575,0.6279665069493097,0.4196378413708521,0.6289263212971535,0.3868015493350615,0.0,0.0,0.5331517442548961
X+O+X+_+_+X+ + +O,0.0,0.0,0.0,0.4473000101560872,0.6965883835077975,0.0,0.7848678038585724,0.8999999999999997,0.0
X+O+X+X+_+X+ +O+O,0.0,0.0,0.0,0.0,0.9992077183748576,0.0,0.9999999999999998,0.0,0.0
_+_+O+X+_+_+ + +X,0.8185911131282739,0.8195512768667599,0.0,0.0,0.7331794693846245,0.504219925892152,0.6467601430533806,0.5656190176473366,0.0
_+O+O+X+X+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+O+X+_+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02369348895375361,0.0
_+_+O+X+_+_+ + + ,0.0,0.0,0.059324749795506025,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+O+_+O+X+X+O,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0
O+X+_+_+_+X+X+O+O,0.08784000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.13507200000000005,0.06480000000000001
X+X+_+O+O+X+ +O+X,0.0,0.0,0.4999999999998032,0.0,0.0,0.0,0.0,0.0,0.0
_+X+_+O+O+X+ +O+X,0.0,0.0,0.0,0.0,0.08784000000000003,0.0,0.0,0.0,0.0
_+X+_+O+_+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07831802880000002,0.0
_+_+_+O+_+_+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+O+O+O+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+X+O+O+_+ +O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+O+_+_+ +O+X,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.2,0.0
_+O+X+_+_+X+X+ +O,0.5608297789163629,0.0,0.0,0.23291488552719394,0.8999742701721407,0.0,0.0,0.6157103470479947,0.0
X+X+O+X+X+O+ +O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+_+_+X+_+O+ + +O,0.0,0.0,0.0,0.0,0.0,0.16974409574488694,0.0,0.0,0.13968000000000005
X+O+_+_+X+X+X+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+O+_+O+X+X+X+O+O,0.0,0.5904,0.0,0.8926258176000001,0.0,0.0,0.0,0.488,0.0
_+_+_+O+X+_+X+X+O,0.0,0.2186854082879064,0.6519827969889449,0.0,0.0,0.13641949134955653,0.0,0.0,0.0
_+_+_+O+X+O+X+X+O,0.0,0.0,0.0,0.7503078400000003,0.0,0.0,0.0,0.0,0.0
X+X+O+_+_+X+ + +O,0.0,0.0,0.0,0.4499999307261905,0.7030792660258631,0.0,0.8999999999999997,0.7939800188337023,0.0
X+X+O+_+_+X+ +O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+_+X+_+ + + ,0.0,0.0,0.30353214827635644,0.2646804278172283,0.0,0.3277929177224418,0.4858260299256105,0.5534637324165363,0.25644706442510995
O+X+_+X+X+_+ + +O,0.0,0.0,0.2597625004116607,0.0,0.0,0.23728626003720746,0.3638531025394691,0.1996306422166194,0.0
O+X+_+X+X+_+X+O+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O+X+_+_+X+_+ + +O,0.06894720000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02304
O+X+_+_+_+_+ + + ,0.07338654933811202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+_+_+O+X+O+X,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0
_+_+X+X+O+O+X+X+O,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+X+O+O+X+X+O,0.0,0.5904,0.0,0.0,0.488,0.0,0.0,0.0,0.0
_+O+X+X+_+O+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+X+X+_+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+X+_+_+O+X+ +O,0.0,0.0,0.0,0.0,0.0,0.313470925901146,0.0,0.0,0.36000000000000004
_+_+O+_+_+_+X+X+ ,0.7169974899181821,0.7415119760432352,0.0,0.3666797392692936,0.5736188455330108,0.8639470341862556,0.0,0.0,0.8871380760497398
X+O+O+_+O+X+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+_+O+_+_+_+X+X+O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+X+O+_+X+O+X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_+O+_+_+_+_+X+O+X,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+X+O+_+O+ + ,0.0,0.0,0.9999999999999998,0.0,0.0,0.5919599353828262,0.0,0.5818122271466946,0.4341262586443974
X+X+_+X+O+_+O+ +O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X+X+_+_+O+_+O+ + ,0.0,0.0,0.0,0.0,0.02696418201600001,0.0,0.0,0.0,0.0
_+_+_+X+X+O+X+O+ ,0.0,0.0,0.5899708989683226,0.0,0.0,0.0,0.0,0.0,0.17539696675828656
